station_id,station_name,latitude,longitude,HUC8,NAME
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
WC01,Grand River Ave.,42.516711,-83.709214,"04090005",Huron
HR03,Kent Lake Dam Spillway,42.512856,-83.677367,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
CC01,Kress Rd. and M-36,42.463539,-83.849761,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
COL01,Hamburg Rd,42.46529,-83.80019,"04090005",Huron
COL02B,Silver Lake Road,42.468771,-83.744123,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
BC01,Huron River Drive,42.332866,-83.818232,"04090005",Huron
Mill01,Warrior Park,42.339353,-83.89056,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
SO01,South Third St.,42.524906,-83.788047,"04090005",Huron
SO06,Hartford Rd.,42.516711,-83.802728,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH10,Clark Rd.,42.26079,-83.61227,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
MH06,Geddes Road,42.273328,-83.66399,"04090005",Huron
MH08B,Huron Pkwy,42.280368,-83.698412,"04090005",Huron
MH07,Chalmers,42.265596,-83.689378,"04090005",Huron
Mill02,Jerusalem Rd.,42.281577,-83.922922,"04090005",Huron
Mill03,Dancer,42.287667,-83.937157,"04090005",Huron
MH02B,Parker Rd.,42.29989,-83.89849,"04090005",Huron
MH05B,Broadway St.,42.290509,-83.73493,"04090005",Huron
TC01,Traver Rd. near golf course,42.308628,-83.722747,"04090005",Huron
TC02,Traver Rd.,42.301533,-83.726653,"04090005",Huron
MH04,Main St.,42.28994,-83.74597,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
ADW06,L Huron Metropark,42.185671,-83.43126,"04090005",Huron
ADW08,Aspen Blvd.,42.096145,-83.278192,"04090005",Huron
ADW09,Maguire St.,42.087996,-83.244023,"04090005",Huron
MH01,N. Territorial Rd.,42.38673,-83.91101,"04090005",Huron
MH03,Wagner Road,42.317638,-83.796116,"04090005",Huron
MH09,Shetland Dr.,42.260992,-83.676586,"04090005",Huron
